Machine_ID,Timestamp,temprature_C,Vibration_m_s2,Pressure_bar,Humidity_%,Oil_Level_%,Load_Capacity_%,Maintenance_History,Failure_Type
1035,27-01-2024 12:19,75.94,0.41,3.25,73,39.15,77.07,0,Mechanical
1037,02-01-2024 02:27,74.24,0.63,3.28,28,57,83.4,1,Overheating
1083,30-01-2024 17:02,57.54,0.74,3.57,72,46.8,79.84,1,Good_Maintenance
1098,27-01-2024 20:48,66.89,0.61,2.89,58,40.1,77.89,0,Mechanical
1088,09-01-2024 02:48,69.63,0.78,2.78,44,33.95,84.01,1,Good_Maintenance
1098,04-01-2024 01:29,74.25,0.5,3.91,48,45.38,77.44,0,Electrical
1024,05-01-2024 00:23,89.21,0.76,3.25,69,51.31,77.16,1,Overheating
1092,24-01-2024 06:00,76.87,0.54,2.65,27,47.17,80.03,1,Overheating
1017,19-01-2024 13:51,63.52,0.78,3.18,52,36.74,84.54,1,Good_Maintenance
1081,27-01-2024 12:14,66.16,0.41,2.94,54,44.12,81.18,1,Good_Maintenance
1065,09-01-2024 08:41,81.12,0.63,3.34,53,55.55,78.21,0,Hydraulic
1053,17-01-2024 03:07,65.81,0.63,3.03,45,65.83,77.43,0,Hydraulic
1034,25-01-2024 10:41,78.15,0.67,3.69,66,50.47,78.96,1,Overheating
1079,26-01-2024 01:09,70.94,0.55,2.68,51,60.33,82.73,1,Good_Maintenance
1060,12-01-2024 13:34,68.67,0.66,3.71,74,57.21,74.63,0,Electrical
1040,19-01-2024 07:30,65.93,0.57,3.5,49,44.19,76.69,1,Good_Maintenance
1099,21-01-2024 11:22,45.63,0.52,3.33,27,59.38,83.95,0,Hydraulic
1032,09-01-2024 01:06,74.32,0.81,3.61,25,61.24,75.86,0,Wear
1067,04-01-2024 16:42,61.58,0.61,3.69,47,45.16,77.12,0,Electrical
1032,10-01-2024 16:12,58.65,0.37,3.2,67,50.18,79.85,1,Good_Maintenance
1013,21-01-2024 08:19,71.98,0.5,3.85,29,44.35,75.94,0,Electrical
1020,18-01-2024 11:39,78.24,0.82,3.45,55,37.43,77.7,1,Overheating
1047,04-01-2024 15:37,56.43,0.46,2.98,49,60.23,80.66,1,Good_Maintenance
1019,07-01-2024 18:57,78.03,0.68,2.66,59,66.03,83.59,0,Hydraulic
1007,08-01-2024 19:29,62.77,0.5,3.63,67,49.39,76.18,1,Good_Maintenance
1006,15-01-2024 20:30,75.19,0.38,3.2,25,44.66,75.9,1,Overheating
1066,15-01-2024 03:29,74.63,0.67,2.48,39,60.68,85.7,1,Good_Maintenance
1016,09-01-2024 22:41,68.35,0.55,3.33,63,61.76,76.76,0,Hydraulic
1032,07-01-2024 15:47,70.24,0.84,3.1,48,41.34,76.26,0,Wear
1047,20-01-2024 15:04,66.83,0.77,2.93,58,51.4,70.02,0,Wear
1075,07-01-2024 02:31,72.11,0.79,3.6,71,69.79,85.54,0,Wear
1058,29-01-2024 19:13,72.04,0.76,2.88,42,68.21,86.87,0,Wear
1085,16-01-2024 12:55,62.61,0.7,3.02,49,40.76,79.9,1,Good_Maintenance
1021,16-01-2024 16:51,59.14,0.4,3.11,60,36.09,80.98,0,Mechanical
1029,30-01-2024 04:26,78.07,0.56,3.61,25,53.51,80,0,Electrical
1037,06-01-2024 10:33,71.63,0.7,2.73,33,57.13,74.52,0,Hydraulic
1050,11-01-2024 22:34,76.96,0.56,2.95,65,57.19,83.1,1,Overheating
1053,30-01-2024 04:48,64.64,0.6,3.37,55,55.45,86.83,1,Good_Maintenance
1007,09-01-2024 17:37,63.4,0.71,3.4,46,52.84,79.99,1,Good_Maintenance
1026,22-01-2024 14:15,61.91,0.76,2.75,62,45.76,83.57,0,Wear
1026,15-01-2024 18:08,68.55,0.46,3.04,70,43.67,75.62,0,Mechanical
1097,25-01-2024 12:02,71.86,0.7,3.15,65,58.04,75.17,1,Good_Maintenance
1020,26-01-2024 12:17,65.65,0.68,3.32,26,42.95,82.34,1,Good_Maintenance
1029,23-01-2024 03:31,82.52,0.45,3.12,65,33.33,87.63,0,Mechanical
1096,17-01-2024 18:04,64.86,0.54,3.82,69,51.44,76.97,1,Good_Maintenance
1027,04-01-2024 04:06,71.99,0.62,3.16,44,52.86,79.09,0,Hydraulic
1063,02-01-2024 12:36,62.94,0.81,3.8,47,69.24,82.63,0,Wear
1096,22-01-2024 14:35,64.62,0.54,3.01,36,50.34,77.77,1,Good_Maintenance
1068,14-01-2024 18:59,69.31,0.66,2.56,34,36.74,82.43,1,Good_Maintenance
1060,08-01-2024 21:05,63.34,0.78,4.2,56,62.19,75.24,0,Wear
1047,24-01-2024 15:57,70.72,0.88,3.17,29,49.51,82.18,1,Good_Maintenance
1018,01-01-2024 14:24,73.52,0.63,3.35,68,48.4,78.84,1,Good_Maintenance
1003,09-01-2024 08:55,78.75,0.28,2.62,53,38.37,72.01,1,Overheating
1034,27-01-2024 11:57,61.36,0.74,3.3,57,55.1,74.84,0,Wear
1063,14-01-2024 17:07,71.34,0.63,3.53,47,51.56,81.64,1,Good_Maintenance
1048,09-01-2024 07:38,69.5,0.47,2.74,60,50.79,86.78,1,Good_Maintenance
1016,18-01-2024 01:59,55.21,0.71,3.14,37,59.38,73.44,0,Wear
1043,25-01-2024 20:11,60.97,0.88,3.18,74,60.59,85.09,1,Good_Maintenance
1091,13-01-2024 05:35,73.8,0.63,2.69,26,53.21,82.08,1,Good_Maintenance
1029,29-01-2024 06:47,59.18,0.36,3.85,35,55.39,84.8,0,Electrical
1092,28-01-2024 07:49,69.41,0.82,2.13,52,53.47,79.23,0,Wear
1045,21-01-2024 09:37,53.02,0.6,2.34,49,66.72,83.15,1,Good_Maintenance
1005,21-01-2024 20:31,69.18,0.71,3.24,60,40.93,89.25,0,Wear
1098,30-01-2024 16:13,53.57,0.61,2.8,42,39.14,80.95,1,Good_Maintenance
1036,09-01-2024 04:00,65.16,0.67,3.47,63,38.12,75.11,0,Electrical
1023,24-01-2024 09:54,66.5,0.7,3.06,33,55.17,87.25,1,Good_Maintenance
1092,18-01-2024 21:22,70.98,0.72,3.36,26,48.87,82.65,1,Good_Maintenance
1045,24-01-2024 20:12,67.98,0.62,2.65,60,38.94,81.22,1,Good_Maintenance
1052,28-01-2024 20:20,60.11,0.49,3.04,70,48.07,88.95,0,Hydraulic
1094,04-01-2024 10:24,60.26,0.63,3.02,41,71.57,87.04,0,Hydraulic
1098,10-01-2024 15:17,57.09,0.72,4.14,57,54.27,82.4,1,Good_Maintenance
1059,21-01-2024 19:50,71.65,0.49,3.02,59,64.75,75.48,0,Hydraulic
1096,30-01-2024 19:07,71.3,0.43,2.28,57,36.97,78.16,0,Mechanical
1062,24-01-2024 15:56,75.36,0.8,3.64,56,52.92,80.95,1,Overheating
1084,03-01-2024 06:18,66,0.85,3.1,44,55.13,79.86,0,Wear
1031,22-01-2024 23:09,56.13,0.61,3.31,54,56.92,77.63,1,Good_Maintenance
1086,27-01-2024 02:19,67.47,0.69,3.06,46,47.47,79.03,1,Good_Maintenance
1032,16-01-2024 22:38,70.09,0.66,2.69,49,59.87,85.26,0,Hydraulic
1066,28-01-2024 09:45,60.68,0.27,3.72,69,54.92,81.03,1,Good_Maintenance
1017,15-01-2024 02:37,61.44,0.63,2.81,70,50.88,77.65,0,Hydraulic
1024,11-01-2024 22:55,73.61,0.82,2.61,68,45.72,83.29,0,Wear
1094,08-01-2024 15:59,70.8,0.42,3.39,35,35.15,82.8,0,Mechanical
1053,21-01-2024 04:57,79.06,0.41,3.26,74,30.83,79.82,1,Mechanical
1057,24-01-2024 18:07,83.78,0.49,3.63,58,43.27,74.45,0,Electrical
1066,16-01-2024 15:53,57.98,0.53,3.31,52,48.46,79.4,1,Good_Maintenance
1045,01-01-2024 00:55,66.65,0.7,3.17,59,43.24,79.95,1,Good_Maintenance
1023,17-01-2024 02:01,70.99,0.8,3.56,28,53.44,84.41,1,Good_Maintenance
1031,23-01-2024 19:53,72.91,0.79,2.54,33,58.23,76.42,0,Wear
1046,25-01-2024 23:29,78.13,0.7,3.13,67,37.49,78.62,1,Overheating
1085,11-01-2024 13:04,75.83,0.36,2.82,46,55.49,87.69,1,Overheating
1022,01-01-2024 11:09,79.11,0.36,3.3,49,49.73,78.81,0,Hydraulic
1065,09-01-2024 19:03,70.49,0.71,3.53,45,32.77,79.86,1,Good_Maintenance
1026,18-01-2024 13:58,64.97,0.36,3.31,49,59.08,89.13,1,Good_Maintenance
1001,24-01-2024 10:14,85.6,0.68,3.48,65,40.64,75.53,0,Electrical
1089,12-01-2024 14:11,71.23,0.64,3.7,41,75.7,86.58,1,Good_Maintenance
1016,13-01-2024 20:42,68.07,0.53,3.4,39,61.68,78.09,1,Good_Maintenance
1032,09-01-2024 02:16,61.42,0.22,3.5,65,48.58,81.09,0,Electrical
1008,12-01-2024 00:53,71.28,0.63,3.95,31,49.98,81.46,0,Electrical
1042,12-01-2024 10:53,78.04,0.68,4.26,56,36.09,78.84,1,Overheating
1047,03-01-2024 12:32,66,0.52,3.14,32,67.57,75.29,1,Good_Maintenance
1038,22-01-2024 01:36,68.93,0.44,2.82,27,41.51,76.7,1,Good_Maintenance
1092,17-01-2024 01:12,71.99,0.64,2.17,57,50.42,78.98,0,Hydraulic
1041,27-01-2024 16:52,73.78,0.38,3.97,60,43.58,76.09,1,Hydraulic
1025,10-01-2024 05:06,67.92,0.69,2.97,41,54.61,79.97,1,Good_Maintenance
1098,12-01-2024 18:20,66.85,0.76,3.39,25,49.79,76.21,0,Wear
1049,17-01-2024 16:03,65.91,0.31,3.46,60,43.74,75.51,1,Good_Maintenance
1024,23-01-2024 19:52,61.15,0.52,3.52,64,54.64,72.08,1,Good_Maintenance
1023,25-01-2024 04:15,63.84,0.59,3.1,41,65.04,88.42,1,Good_Maintenance
1012,22-01-2024 10:29,63.62,0.6,3.52,68,50.49,79.51,0,Overheating
1059,12-01-2024 23:37,57.66,0.47,3.42,72,28.09,76.63,0,Electrical
1006,12-01-2024 14:02,77.94,0.4,2.93,61,53.76,75.1,0,Hydraulic
1056,14-01-2024 15:02,72.88,0.53,3.85,49,35.23,77.27,1,Good_Maintenance
1035,22-01-2024 02:48,71.14,0.7,3.47,49,36.31,70.68,1,Mechanical
1044,07-01-2024 03:17,80.44,0.69,2.69,37,35.27,77,0,Mechanical
1019,11-01-2024 16:47,75.74,0.69,3.05,37,57.06,83.54,1,Mechanical
1064,21-01-2024 08:29,63.68,0.79,3.04,36,35.48,76.77,0,Wear
1007,05-01-2024 10:22,79.39,0.44,2.97,56,59.87,83.09,0,Mechanical
1015,20-01-2024 04:54,77.78,0.54,3.44,59,58.11,84.58,0,Electrical
1013,14-01-2024 02:55,61.06,0.57,3.72,52,41.37,83.22,0,Electrical
1075,24-01-2024 07:11,77.22,0.17,2.76,68,54.79,80.17,1,Overheating
1086,15-01-2024 20:16,66.26,0.63,3.06,44,61.78,85.88,0,Hydraulic
1014,01-01-2024 06:10,77.98,0.6,3.66,52,44.18,85.62,1,Overheating
1091,01-01-2024 08:06,67.3,0.43,2.86,55,62.32,76.47,1,Good_Maintenance
1097,17-01-2024 12:02,65.73,0.73,2.91,48,51.69,75.67,1,Good_Maintenance
1065,19-01-2024 11:33,66.56,0.72,2.3,35,43.11,77.8,0,Wear
1031,03-01-2024 05:16,62.22,0.66,3.51,66,58.26,78.45,1,Good_Maintenance
1086,30-01-2024 09:20,58.16,0.34,3.28,40,42.74,85.86,0,Mechanical
1062,21-01-2024 10:01,50.01,0.45,3.07,62,63.86,83.99,0,Hydraulic
1085,25-01-2024 07:49,61.56,0.65,2.56,41,38.48,80.68,0,Mechanical
1050,08-01-2024 12:13,91.04,0.52,3.06,69,63.09,80.86,0,Hydraulic
1024,30-01-2024 02:36,73.83,0.57,2.43,74,52.18,74.55,0,Hydraulic
1057,06-01-2024 22:52,84.91,0.43,3.13,68,57.12,85.5,0,Hydraulic
1062,20-01-2024 14:25,67.45,0.63,3.97,29,46.06,80.89,0,Electrical
1061,23-01-2024 09:55,66.25,0.83,3.28,44,53.92,74.76,1,Good_Maintenance
1021,05-01-2024 18:03,83.73,0.65,3.69,72,24.7,71.58,1,Overheating
1057,01-01-2024 18:25,73.01,0.75,3.72,59,52.19,73.64,0,Wear
1057,22-01-2024 23:19,62.36,0.73,2.99,72,36.87,80.37,0,Wear
1085,30-01-2024 12:07,75.06,0.55,3.45,67,57.48,67.27,0,Electrical
1048,13-01-2024 12:51,80.01,0.57,2.11,38,44.65,74.16,0,Mechanical
1051,20-01-2024 22:28,58.58,0.82,3.31,50,44.56,82.4,1,Good_Maintenance
1041,25-01-2024 14:59,73.72,0.71,3.63,69,38.36,77.82,1,Good_Maintenance
1069,09-01-2024 05:44,59.11,0.74,3.41,67,51.84,71.12,0,Wear
1014,25-01-2024 03:24,79.57,0.62,3.06,70,41.53,76.84,0,Mechanical
1053,01-01-2024 23:45,71.85,0.54,3.7,66,49.47,79.51,0,Electrical
1059,05-01-2024 18:09,75.04,0.56,3.65,48,46.73,84.7,0,Electrical
1096,26-01-2024 00:15,68.26,0.81,3.18,55,39.75,82.27,1,Good_Maintenance
1007,14-01-2024 04:16,55.75,0.6,3.8,42,46.11,82.09,1,Good_Maintenance
1052,24-01-2024 18:58,66.47,0.79,3.41,63,44.09,83.6,1,Good_Maintenance
1059,22-01-2024 14:33,77.44,0.81,2.56,74,59.7,71.63,1,Overheating
1004,11-01-2024 16:41,85.95,0.74,3.33,46,61.37,86.22,0,Wear
1067,09-01-2024 22:44,72.26,0.72,2.91,45,36.81,86.24,0,Wear
1005,14-01-2024 01:44,64.51,0.85,3.4,58,51.94,76.94,1,Good_Maintenance
1095,27-01-2024 02:03,74.29,0.47,1.75,49,47.2,65.02,0,Hydraulic
1093,24-01-2024 21:34,76.72,0.54,3.84,64,41.21,86.65,1,Overheating
1046,12-01-2024 05:02,71.06,0.41,3.65,71,51.46,66.24,1,Good_Maintenance
1098,05-01-2024 03:16,70.57,0.38,3.84,54,54.69,81.89,1,Good_Maintenance
1054,10-01-2024 16:08,71.71,0.59,3.2,30,23.38,77.75,1,Good_Maintenance
1039,07-01-2024 18:01,70.35,0.64,3.66,69,60.05,76.99,1,Good_Maintenance
1051,08-01-2024 17:57,72.38,0.68,3.28,49,57.11,77.84,1,Good_Maintenance
1015,25-01-2024 09:35,84.62,0.5,2.81,29,49.74,80.66,0,Hydraulic
1012,05-01-2024 15:36,53.73,0.54,2.88,53,41.22,69.28,1,Good_Maintenance
1029,20-01-2024 08:22,68.09,0.73,3.06,46,54.89,79.05,1,Good_Maintenance
1018,04-01-2024 14:30,62.54,0.38,3.7,27,43.45,72.86,1,Good_Maintenance
1016,04-01-2024 05:43,79.45,0.6,3.69,71,62.7,77.48,0,Electrical
1062,28-01-2024 15:50,68.87,0.8,2.94,54,58.98,80.81,1,Good_Maintenance
1018,04-01-2024 00:11,74.48,0.56,3.49,48,50.2,84.38,0,Electrical
1091,20-01-2024 19:49,81.42,0.54,3.21,65,41.95,76.32,1,Overheating
1057,12-01-2024 06:46,61.35,0.79,2.82,41,54.96,88.95,0,Wear
1054,18-01-2024 21:21,65.78,0.39,2.73,73,57.92,75.53,0,Hydraulic
1089,03-01-2024 06:22,80.59,0.48,3.11,69,46.66,75.66,0,Hydraulic
1089,05-01-2024 21:16,61.03,0.49,3.57,74,54.11,85.14,1,Good_Maintenance
1061,16-01-2024 12:02,66.05,0.7,3,44,45.2,78.76,1,Good_Maintenance
1022,14-01-2024 06:51,57.2,0.36,3.52,50,32.58,80.9,0,Electrical
1008,04-01-2024 05:57,80.91,0.79,3.32,29,33.37,77.55,1,Overheating
1011,06-01-2024 12:52,65.35,0.6,2.54,37,51.56,78.13,1,Good_Maintenance
1000,11-01-2024 15:29,72.81,0.76,4,63,65.23,81.75,1,Good_Maintenance
1057,26-01-2024 17:12,75.41,0.79,3.68,28,40.33,86.36,1,Wear
1000,25-01-2024 22:21,63.57,0.48,2.64,69,41.95,80.7,1,Good_Maintenance
1033,15-01-2024 05:33,54.77,0.6,3.36,41,53,82.14,1,Good_Maintenance
1095,13-01-2024 21:55,68.24,0.57,3.79,64,50.37,84.91,1,Good_Maintenance
1047,16-01-2024 05:23,68.11,0.59,3.36,59,52.86,77.67,1,Good_Maintenance
1088,07-01-2024 18:15,69.52,0.51,3.03,55,55.18,75.1,0,Hydraulic
1000,24-01-2024 22:17,69.56,0.77,3.15,40,49.82,74.88,1,Good_Maintenance
1015,30-01-2024 12:51,66.01,0.57,3.1,58,51.37,75.57,0,Hydraulic
1060,06-01-2024 08:47,65.7,0.55,3.14,56,38.73,74.78,1,Good_Maintenance
1063,06-01-2024 09:24,72.38,0.77,3.65,57,45.82,85.5,0,Wear
1062,20-01-2024 03:59,63.41,0.73,3.39,32,62.62,70.58,0,Wear
1068,01-01-2024 13:38,69.24,0.64,2.85,54,54.71,82.95,0,Hydraulic
1021,26-01-2024 21:29,65.5,0.54,3.09,27,52.79,73.87,0,Hydraulic
1092,24-01-2024 12:52,72.36,0.82,3.04,41,41.28,88.96,1,Good_Maintenance
1066,04-01-2024 22:20,78.87,0.44,3.32,48,41.96,82.01,1,Overheating
1075,21-01-2024 12:01,79.2,0.76,2.75,40,39.26,75.62,1,Overheating
1025,27-01-2024 16:09,80.31,0.69,2.6,44,31.65,77.29,0,Mechanical
1015,24-01-2024 22:30,67.33,0.41,2.83,34,47.31,79.58,0,Hydraulic
1050,13-01-2024 18:25,68,0.61,2.58,48,46.1,83.18,0,Hydraulic
1085,17-01-2024 04:16,59.85,0.4,2.59,71,51.85,81.68,1,Good_Maintenance
1056,17-01-2024 09:36,67.26,0.55,3.69,31,60.36,79.93,0,Electrical
1028,19-01-2024 07:42,67.55,0.64,3.15,72,43.74,76.47,1,Good_Maintenance
1077,08-01-2024 17:39,65.06,0.45,3.35,73,62.49,78.55,1,Good_Maintenance
1091,23-01-2024 06:20,65.03,0.25,3.22,44,55.15,86.71,0,Hydraulic
1068,16-01-2024 13:39,56.42,0.58,3.25,37,64.22,90.64,1,Good_Maintenance
1046,20-01-2024 07:05,59.26,0.63,3.32,53,38.61,85.51,0,Mechanical
1093,11-01-2024 21:42,70.36,0.54,3.44,34,61.73,75.22,0,Electrical
1061,21-01-2024 06:57,70.66,0.6,3.35,33,43.25,87.16,1,Good_Maintenance
1068,28-01-2024 06:51,73.86,0.57,4.32,31,42.05,78.35,1,Good_Maintenance
1075,09-01-2024 14:37,67.93,0.45,2.79,68,49.41,80.02,1,Good_Maintenance
1015,29-01-2024 09:19,70.09,0.89,2.78,57,41.51,73.69,0,Wear
1089,25-01-2024 10:09,80,0.65,2.98,48,54.29,80.57,0,Hydraulic
1089,19-01-2024 17:00,69.58,0.54,2.67,40,58.41,76.07,1,Good_Maintenance
1047,30-01-2024 08:09,64.94,0.48,3.08,56,54.94,86.88,0,Hydraulic
1084,20-01-2024 16:21,60.47,0.54,2.82,28,49.44,92.72,0,Hydraulic
1038,07-01-2024 23:47,76.38,0.55,3.23,38,61.8,79.99,1,Overheating
1099,10-01-2024 14:24,56.37,0.61,3.23,53,54.28,82.39,1,Good_Maintenance
1032,10-01-2024 08:04,63.29,0.77,2.68,46,48.55,78.46,1,Good_Maintenance
1093,24-01-2024 03:07,73.35,0.48,3.51,47,48.72,80.6,1,Good_Maintenance
1022,08-01-2024 14:54,54.75,0.63,2.88,50,41.16,77.04,0,Mechanical
1009,27-01-2024 15:43,65.09,0.72,2.82,50,40.36,81.56,1,Good_Maintenance
1068,21-01-2024 08:10,71.03,0.5,3.38,73,45.45,82.01,0,Hydraulic
1099,12-01-2024 02:56,66.93,0.5,3.2,68,39.47,81.49,1,Good_Maintenance
1033,23-01-2024 07:12,62.14,0.37,3.2,71,38.5,83.73,1,Good_Maintenance
1051,20-01-2024 19:13,65.25,0.85,2.8,46,40.83,78.18,1,Good_Maintenance
1094,03-01-2024 01:16,76.54,0.68,2.75,68,60.75,93.45,1,Overheating
1009,06-01-2024 14:37,84.65,0.51,3.52,27,41.91,76.74,1,Overheating
1018,26-01-2024 08:10,71.12,0.51,3.17,66,58.25,76.69,0,Hydraulic
1057,27-01-2024 06:55,54.09,0.45,3.29,41,43.6,67.42,0,Mechanical
1095,30-01-2024 22:26,74.54,0.62,3.26,38,51.89,83.79,0,Hydraulic
1000,25-01-2024 06:18,66.83,0.55,3.47,69,41.86,65.7,0,Electrical
1068,26-01-2024 02:39,61.24,0.46,3.18,54,51.96,78.29,1,Good_Maintenance
1003,28-01-2024 13:50,63.6,0.48,3.11,37,72.78,76.24,0,Hydraulic
1015,13-01-2024 12:00,63.94,0.71,3.49,50,43.02,72.81,0,Wear
1023,10-01-2024 14:06,58.71,0.54,4.09,64,47.06,80.32,0,Electrical
1079,09-01-2024 21:29,69.5,0.42,2.7,56,38.12,88.84,1,Good_Maintenance
1001,11-01-2024 07:35,84.63,0.61,2.98,70,60.99,83.65,1,Overheating
1091,30-01-2024 01:56,61.21,0.5,3.32,58,62.59,76.19,0,Hydraulic
1031,21-01-2024 09:48,84.38,0.7,2.33,47,40.68,89.95,0,Mechanical
1090,05-01-2024 11:38,71.66,0.83,3.64,58,48.43,76.34,1,Good_Maintenance
1083,25-01-2024 16:04,69.26,0.31,3.52,68,54.21,85.47,0,Good_Maintenance
1023,05-01-2024 18:13,67.42,0.49,3.21,36,50.67,71.31,1,Good_Maintenance
1011,29-01-2024 02:37,63.55,0.62,3.39,47,40.75,78.84,1,Good_Maintenance
1049,23-01-2024 09:02,72.33,0.59,3.8,52,40.33,74.06,0,Electrical
1034,13-01-2024 17:20,74.18,0.79,3.32,43,37.68,90.39,1,Good_Maintenance
1032,20-01-2024 20:58,50.6,0.6,2.69,72,60.24,76.54,0,Hydraulic
1032,13-01-2024 01:12,90.34,0.63,3.58,58,56.63,74.9,1,Overheating
1060,06-01-2024 01:37,55.51,0.66,3.57,32,66.68,82.33,1,Good_Maintenance
1050,20-01-2024 09:40,65.82,0.5,3.28,58,39.92,78.75,0,Mechanical
1042,03-01-2024 05:23,49.53,0.68,4.25,66,53,90.73,1,Good_Maintenance
1011,28-01-2024 06:27,67.86,0.66,3.16,40,51.36,81.54,1,Good_Maintenance
1066,27-01-2024 08:21,66.31,0.62,2.48,31,53.71,80.33,1,Good_Maintenance
1064,12-01-2024 23:53,65.91,0.31,3.3,51,56.1,83.6,1,Good_Maintenance
1032,18-01-2024 14:48,72.43,0.49,3.26,44,81.97,78.89,0,Hydraulic
1039,09-01-2024 02:10,68.05,0.63,4.09,59,81.58,81.19,1,Good_Maintenance
1073,22-01-2024 12:24,74.31,0.59,3.34,41,53.59,75.81,0,Hydraulic
1042,30-01-2024 03:01,60.1,0.71,3.1,52,66.15,76.89,1,Good_Maintenance
1043,06-01-2024 03:02,70.62,0.71,2.7,32,41.38,75.43,1,Good_Maintenance
1028,01-01-2024 13:21,64.95,0.65,3.92,28,49.01,81.95,1,Good_Maintenance
1012,29-01-2024 11:22,67.04,0.71,2.29,57,42.03,76.67,0,Wear
1011,14-01-2024 16:53,72.16,0.68,3.39,74,52.52,83.9,1,Good_Maintenance
1094,07-01-2024 22:09,65.97,0.52,2.4,46,55.26,75.67,1,Good_Maintenance
1045,25-01-2024 23:29,69.16,0.6,3.08,55,72.99,75.17,1,Good_Maintenance
1001,12-01-2024 14:53,60.77,0.44,3.06,25,40.69,81.19,1,Good_Maintenance
1034,23-01-2024 12:49,78.76,0.82,2.93,65,63.26,80.69,0,Wear
1086,19-01-2024 03:43,75.83,0.41,3.05,38,45.87,84.28,0,Hydraulic
1080,18-01-2024 20:25,70.8,0.29,3.26,31,44.42,74.09,0,Mechanical
1089,20-01-2024 16:43,68.06,0.92,3.02,32,47.64,72.31,0,Hydraulic
1007,22-01-2024 08:00,69.17,0.59,3.15,32,69.81,86.08,0,Hydraulic
1092,07-01-2024 22:12,78.59,0.73,2.92,48,30.39,73.23,1,Overheating
1025,24-01-2024 03:51,75.26,0.71,3.1,25,54.52,84.15,0,Wear
1073,26-01-2024 02:25,78.73,0.76,3.59,59,61.26,68.24,1,Overheating
1089,16-01-2024 13:32,67.26,0.69,3.02,65,40.33,82.84,0,Mechanical
1033,17-01-2024 17:18,73.87,0.69,3.82,32,55.33,79.94,1,Good_Maintenance
1006,16-01-2024 16:20,79.51,0.25,3.59,29,42.77,82.02,1,Overheating
1067,11-01-2024 07:35,62.59,0.46,3.53,56,69.63,83.84,0,Electrical
1057,26-01-2024 02:49,62.09,0.21,3.2,25,37.11,84.74,1,Good_Maintenance
1074,14-01-2024 14:09,72.2,0.48,2.82,26,55.79,82.33,1,Good_Maintenance
1028,18-01-2024 20:58,60.12,0.52,3.24,66,45.68,84.17,0,Overheating
1035,05-01-2024 16:52,55.47,0.58,3.9,70,48.6,85.62,1,Good_Maintenance
1088,18-01-2024 06:34,79.4,0.46,2.87,39,47.11,86.37,0,Hydraulic
1020,14-01-2024 16:51,80.79,0.55,3.32,66,61.1,82.59,0,Hydraulic
1035,08-01-2024 00:51,60.56,0.52,2.84,33,51.95,75.26,0,Hydraulic
1009,01-01-2024 13:08,58.54,0.65,3.04,36,35.94,78.74,1,Good_Maintenance
1072,12-01-2024 05:44,64.77,0.71,3.32,34,53.81,79.5,1,Good_Maintenance
1023,22-01-2024 10:57,80.02,0.63,3.35,48,52.82,76.6,1,Overheating
1063,03-01-2024 00:09,66.71,0.69,3.25,65,60.52,74.27,0,Hydraulic
1098,07-01-2024 15:29,70.76,0.63,3.44,74,53.48,84.63,1,Good_Maintenance
1048,16-01-2024 00:57,72.6,0.78,3.38,43,34.92,81.5,1,Good_Maintenance
1098,08-01-2024 01:01,71.39,0.88,3.07,41,61.89,76.66,0,Wear
1035,14-01-2024 15:36,81.95,0.23,3.49,26,61.55,80.19,0,Electrical
1081,16-01-2024 00:18,64.24,0.77,2.81,34,55.36,81.5,1,Good_Maintenance
1095,09-01-2024 06:54,69.18,0.41,3.1,29,53.03,74.23,0,Hydraulic
1023,30-01-2024 12:57,71.86,0.63,3.01,63,53.88,76.01,1,Good_Maintenance
1022,17-01-2024 04:06,69.61,0.64,3.35,30,61.69,78.43,1,Good_Maintenance
1061,06-01-2024 06:52,60.25,0.69,2.25,26,63.75,79.23,1,Good_Maintenance
1095,23-01-2024 06:29,58.22,0.59,3.04,32,55.47,72.02,1,Good_Maintenance
1036,12-01-2024 06:05,58.05,0.6,3.38,28,56.49,83.73,0,Hydraulic
1011,19-01-2024 23:31,75.81,0.65,4.19,74,52.14,80.16,0,Electrical
1054,10-01-2024 16:14,63.44,0.55,3.22,55,74.19,78.76,1,Good_Maintenance
1012,08-01-2024 00:15,73.75,0.32,2.77,60,29.75,76.43,1,Good_Maintenance
1022,19-01-2024 00:38,70.69,0.6,3.47,32,43.54,74.93,1,Good_Maintenance
1088,26-01-2024 16:48,62.2,0.49,2.93,55,42.19,80.08,0,Mechanical
1098,13-01-2024 23:46,62.4,0.47,2.66,41,71.18,80.79,0,Hydraulic
1029,27-01-2024 10:26,71.07,0.46,3.27,70,47.97,89.85,1,Good_Maintenance
1016,22-01-2024 20:32,70.62,0.3,3.73,64,30.16,90.3,0,Electrical
1061,25-01-2024 01:09,73.94,0.54,2.88,38,42.06,77.33,1,Good_Maintenance
1083,16-01-2024 23:24,66.34,0.6,3.12,32,55.75,75.21,0,Hydraulic
1088,15-01-2024 04:31,63.23,0.72,3.48,49,50.5,73.67,1,Good_Maintenance
1085,28-01-2024 20:08,70.88,0.51,3.61,38,49.17,80.44,0,Electrical
1012,27-01-2024 09:35,81.36,0.84,3.77,47,52.24,73.76,0,Wear
1058,24-01-2024 23:02,54.99,0.69,2.92,67,61.61,73.1,1,Good_Maintenance
1018,22-01-2024 19:05,63.61,0.43,3.15,65,59.43,76.33,1,Good_Maintenance
